,Kingdom,Phylum,Class,Order,Family,Genus
ASV_286,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_287,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,SCGC-AB-539-J10
ASV_288,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_289,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_290,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_291,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_292,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_293,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_294,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,LD-RB-34,NA
ASV_295,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_296,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus
ASV_297,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA
ASV_298,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_299,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_300,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_301,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
ASV_302,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_303,Bacteria,Zixibacteria,NA,NA,NA,NA
ASV_304,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_305,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_306,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum
ASV_307,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_308,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_309,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
ASV_310,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_311,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_312,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_313,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
ASV_314,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,PHOS-HE36,NA
ASV_315,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_316,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_317,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_318,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_319,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_320,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_321,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium
ASV_322,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
ASV_323,Bacteria,Zixibacteria,NA,NA,NA,NA
ASV_324,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_325,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_326,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_327,Bacteria,Chloroflexi,Anaerolineae,1-20,NA,NA
ASV_328,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_329,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_330,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_331,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,NA,NA
ASV_332,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_333,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_334,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_335,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_336,Bacteria,Rokubacteria,NC10,Rokubacteriales,NA,NA
ASV_337,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_338,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_339,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV_340,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_341,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_342,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_343,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,mle1-7
ASV_344,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA
ASV_345,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_346,Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,NA,NA
ASV_347,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_348,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_349,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_350,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
ASV_351,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_352,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_353,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_354,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_355,Archaea,Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,NA,NA
ASV_356,Archaea,Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,NA,NA
ASV_357,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
ASV_358,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_359,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_360,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_361,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_362,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA
ASV_363,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_364,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,NA
ASV_365,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_366,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,SEEP-SRB2
ASV_367,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_368,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_369,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,OLB12
ASV_370,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_371,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_372,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_373,Bacteria,Firmicutes,Bacilli,Bacillales,NA,NA
ASV_374,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NA,NA
ASV_375,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_376,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_377,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV_378,Bacteria,NA,NA,NA,NA,NA
ASV_379,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_380,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_381,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_382,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV_383,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA
ASV_384,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_385,Bacteria,GAL15,NA,NA,NA,NA
ASV_386,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
ASV_387,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_388,Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,NA,NA
ASV_389,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_390,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_391,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_392,Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA
ASV_393,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_394,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV_395,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_396,Bacteria,Rokubacteria,NC10,Methylomirabilales,Methylomirabilaceae,Sh765B-TzT-35
ASV_397,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_398,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA
ASV_399,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_400,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Paludibaculum
ASV_401,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_402,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,NA
ASV_403,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_404,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_405,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_406,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_407,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,MND1
ASV_408,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
ASV_409,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_410,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_411,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_412,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV_413,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA
ASV_414,Bacteria,Zixibacteria,NA,NA,NA,NA
ASV_415,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,NA,NA
ASV_416,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_417,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,NA
ASV_418,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_419,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_420,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_421,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_422,Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA
ASV_423,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_424,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_425,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea
ASV_426,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_427,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter
ASV_428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas
ASV_429,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_430,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_431,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_432,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_433,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
ASV_434,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA
ASV_435,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,NA
ASV_436,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_437,Bacteria,GN01,NA,NA,NA,NA
ASV_438,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_439,Bacteria,Chloroflexi,Anaerolineae,SJA-15,NA,NA
ASV_440,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1
ASV_441,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_442,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade
ASV_443,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_444,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_445,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV_446,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_447,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_448,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Hoppeia
ASV_449,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_450,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,NA,NA,NA
ASV_451,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Sulfuricellaceae,Ferritrophicum
ASV_452,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans
ASV_453,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_454,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV_455,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_456,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_457,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_458,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_459,Bacteria,Chloroflexi,KD4-96,NA,NA,NA
ASV_460,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_461,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA
ASV_462,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_463,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Sulfuricellaceae,Ferritrophicum
ASV_464,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_465,Bacteria,Nitrospirae,4-29-1,NA,NA,NA
ASV_466,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_467,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,NA
ASV_468,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
ASV_469,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_470,Bacteria,Acidobacteria,Subgroup_21,NA,NA,NA
ASV_471,Bacteria,Nitrospinae,P9X2b3D02,NA,NA,NA
ASV_472,Bacteria,Acidobacteria,Subgroup_6,Unknown_Order,Unknown_Family,Vicinamibacter
ASV_473,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_474,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_475,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_476,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_477,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_478,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_479,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA
ASV_480,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_481,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
ASV_482,Bacteria,Proteobacteria,Deltaproteobacteria,MBNT15,NA,NA
ASV_483,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_484,Archaea,Asgardaeota,Odinarchaeia,NA,NA,NA
ASV_485,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_486,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_487,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA
ASV_488,Bacteria,Chloroflexi,Dehalococcoidia,RBG-13-46-9,NA,NA
ASV_489,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_490,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_491,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Thiobacillus
ASV_493,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_494,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_495,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
ASV_496,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_497,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_498,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,NA
ASV_499,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_500,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
ASV_501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067
ASV_502,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_503,Bacteria,Actinobacteria,NA,NA,NA,NA
ASV_504,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,B1-7BS,NA
ASV_505,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_506,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_507,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,NA
ASV_508,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_509,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor
ASV_510,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax
ASV_511,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,NA,NA
ASV_512,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_513,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_514,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV_515,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta
ASV_516,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_517,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,NA
ASV_518,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_519,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_520,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_521,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,NA
ASV_522,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_523,Bacteria,Nitrospirae,4-29-1,NA,NA,NA
ASV_524,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_525,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_526,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_527,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV_528,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_529,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_530,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
ASV_531,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_532,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA
ASV_533,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_534,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_535,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_536,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_537,Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,NA,NA
ASV_538,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA
ASV_539,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_540,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA
ASV_541,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_542,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV_543,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_544,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA
ASV_545,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,SCGC-AB-539-J10
ASV_546,Bacteria,Chloroflexi,Anaerolineae,SJA-15,NA,NA
ASV_547,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_548,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_549,Archaea,Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,NA,NA
ASV_550,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_551,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas
ASV_552,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA
ASV_553,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV_554,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_555,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_556,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_9
ASV_557,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Sulfuricellaceae,Sulfuricella
ASV_558,Bacteria,Proteobacteria,Deltaproteobacteria,Sva0485,NA,NA
ASV_559,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_560,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA
ASV_561,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,NA
ASV_562,Bacteria,Chloroflexi,Anaerolineae,Thermoflexales,Thermoflexaceae,Thermoflexus
ASV_563,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA
ASV_564,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV_565,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Sporacetigenium
ASV_566,Archaea,NA,NA,NA,NA,NA
ASV_567,Archaea,Euryarchaeota,Methanomicrobia,ANME-1,ANME-1b,NA
ASV_568,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_569,Archaea,Crenarchaeota,Bathyarchaeia,NA,NA,NA
ASV_570,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_571,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_572,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA
ASV_573,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7
ASV_574,Bacteria,Acidobacteria,Subgroup_22,NA,NA,NA
ASV_575,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV_576,Bacteria,Proteobacteria,Gammaproteobacteria,JG36-GS-52,NA,NA
