,Kingdom,Phylum,Class,Order,Family,Genus
ASV_35667,Bacteria,Proteobacteria,Gammaproteobacteria,eub62A3,NA,NA
ASV_35668,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_35669,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_35670,Bacteria,Acidobacteria,Subgroup_5,NA,NA,NA
ASV_35671,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_35672,Bacteria,NA,NA,NA,NA,NA
ASV_35673,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV_35674,Bacteria,NA,NA,NA,NA,NA
ASV_35675,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_35676,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Geitlerinemaceae,Geitlerinema_PCC-7105
ASV_35677,Bacteria,Acidobacteria,Subgroup_17,NA,NA,NA
ASV_35678,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Geitlerinemaceae,Geitlerinema_PCC-7105
ASV_35679,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Geitlerinemaceae,Geitlerinema_PCC-7105
ASV_35680,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35681,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_35682,Bacteria,NA,NA,NA,NA,NA
ASV_35683,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanoperedenaceae,Candidatus_Methanoperedens
ASV_35684,Bacteria,NA,NA,NA,NA,NA
ASV_35685,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_35686,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35687,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_35688,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanoperedenaceae,Candidatus_Methanoperedens
ASV_35689,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA
ASV_35690,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV_35691,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Gottesmanbacteria,NA,NA
ASV_35692,Bacteria,Chlamydiae,LD1-PA32,NA,NA,NA
ASV_35693,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanoperedenaceae,Candidatus_Methanoperedens
ASV_35694,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV_35695,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_35696,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
ASV_35697,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanosaeta
ASV_35698,Bacteria,NA,NA,NA,NA,NA
ASV_35699,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Geitlerinemaceae,Geitlerinema_PCC-7105
ASV_35700,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix
ASV_35701,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Marimicrobium
ASV_35702,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_35703,Bacteria,NA,NA,NA,NA,NA
ASV_35704,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_35705,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35706,Bacteria,NA,NA,NA,NA,NA
ASV_35707,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),NA
ASV_35708,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3
ASV_35709,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Xenococcaceae,Foliisarcina_CENA333
ASV_35710,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Geitlerinemaceae,Geitlerinema_PCC-7105
ASV_35711,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35712,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV_35713,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA
ASV_35714,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,NA
ASV_35715,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niveitalea
ASV_35716,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Mariniradius
ASV_35717,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA
ASV_35718,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
ASV_35719,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter
ASV_35720,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_35721,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_35722,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
ASV_35723,Bacteria,NA,NA,NA,NA,NA
ASV_35724,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,NA,NA
ASV_35725,Bacteria,NA,NA,NA,NA,NA
ASV_35726,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta
ASV_35727,Bacteria,NA,NA,NA,NA,NA
ASV_35728,Bacteria,Acidobacteria,Subgroup_11,NA,NA,NA
ASV_35729,Bacteria,Margulisbacteria,NA,NA,NA,NA
ASV_35730,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,SM23-31
ASV_35731,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_35732,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_35733,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV_35734,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
ASV_35735,Bacteria,Bacteroidetes,Bacteroidia,SM1A07,NA,NA
ASV_35736,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Blvii28_wastewater-sludge_group
ASV_35737,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio
ASV_35738,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV_35739,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Mariniradius
ASV_35740,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,NA
ASV_35741,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_35742,Bacteria,NA,NA,NA,NA,NA
ASV_35743,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV_35744,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_35745,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Sporacetigenium
ASV_35746,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV_35747,Bacteria,Armatimonadetes,NA,NA,NA,NA
ASV_35748,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_35749,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35750,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_35751,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_35752,Bacteria,Planctomycetes,Planctomycetacia,NA,NA,NA
ASV_35753,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA
ASV_35754,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema
ASV_35755,Bacteria,NA,NA,NA,NA,NA
ASV_35756,Bacteria,Acidobacteria,Subgroup_6,Unknown_Order,Unknown_Family,NA
ASV_35757,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,Blastocatella
ASV_35758,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_35759,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA
ASV_35760,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_35761,Bacteria,Tenericutes,Mollicutes,Haloplasmatales,Haloplasmataceae,Haloplasma
ASV_35762,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_35763,Bacteria,Planctomycetes,Planctomycetacia,NA,NA,NA
ASV_35764,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_35765,Bacteria,Acidobacteria,AT-s3-28,NA,NA,NA
ASV_35766,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,NA
ASV_35767,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_3
ASV_35768,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_35769,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_35770,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA
ASV_35771,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_35772,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_35773,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_35774,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_35775,Bacteria,NA,NA,NA,NA,NA
ASV_35776,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_35777,Bacteria,NA,NA,NA,NA,NA
ASV_35778,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_35779,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_35780,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,NA
ASV_35781,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_35782,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,MN_122.2a
ASV_35783,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_35784,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35785,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter
ASV_35786,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_35787,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_35788,Bacteria,NA,NA,NA,NA,NA
ASV_35789,Bacteria,Nitrospirae,Thermodesulfovibrionia,NA,NA,NA
ASV_35790,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_35791,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_35792,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_35793,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_35794,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA
ASV_35795,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_35796,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_35797,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,PS-B29,NA
ASV_35798,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
ASV_35799,Bacteria,Planctomycetes,BD7-11,NA,NA,NA
ASV_35800,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,CI75cm.2.12
ASV_35801,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),TSBb06
ASV_35802,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio
ASV_35803,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Candidatus_Nitrotoga
ASV_35804,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA
ASV_35805,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio
ASV_35806,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_35807,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Hypnocyclicus
ASV_35808,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35809,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_35810,Bacteria,Planctomycetes,Planctomycetacia,NA,NA,NA
ASV_35811,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,NA,NA
ASV_35812,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
ASV_35813,Bacteria,Acidobacteria,Fischerbacteria,NA,NA,NA
ASV_35814,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_35815,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV_35816,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,NA
ASV_35817,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_35818,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV_35819,Bacteria,Patescibacteria,CPR2,NA,NA,NA
ASV_35820,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_35821,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35822,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_35823,Bacteria,Verrucomicrobia,Verrucomicrobiae,S-BQ2-57_soil_group,NA,NA
ASV_35824,Bacteria,Nitrospirae,4-29-1,NA,NA,NA
ASV_35825,Bacteria,NA,NA,NA,NA,NA
ASV_35826,Bacteria,NA,NA,NA,NA,NA
ASV_35827,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV_35828,Bacteria,NA,NA,NA,NA,NA
ASV_35829,Bacteria,Acidobacteria,NA,NA,NA,NA
ASV_35830,Bacteria,Nitrospirae,4-29-1,NA,NA,NA
ASV_35831,Bacteria,NA,NA,NA,NA,NA
ASV_35832,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,NA,NA
ASV_35833,Bacteria,NA,NA,NA,NA,NA
ASV_35834,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_35835,Bacteria,Nitrospirae,4-29-1,NA,NA,NA
ASV_35836,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA
ASV_35837,Bacteria,GAL15,NA,NA,NA,NA
ASV_35838,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocales_Incertae_Sedis,Phormidium_SAG_81.79
ASV_35839,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Neo-b11
ASV_35840,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_35841,Archaea,NA,NA,NA,NA,NA
ASV_35842,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA
ASV_35843,Bacteria,NA,NA,NA,NA,NA
ASV_35844,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_35845,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,NA
ASV_35846,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_35847,Bacteria,Acidobacteria,NA,NA,NA,NA
ASV_35848,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV_35849,Bacteria,NA,NA,NA,NA,NA
ASV_35850,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,NA,NA
ASV_35851,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_35852,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV_35853,Bacteria,NA,NA,NA,NA,NA
ASV_35854,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Elev-16S-1166
ASV_35855,Bacteria,Acidobacteria,Subgroup_6,Unknown_Order,Unknown_Family,Vicinamibacter
ASV_35856,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,B1-7BS,NA
ASV_35857,Bacteria,Acidobacteria,NA,NA,NA,NA
ASV_35858,Bacteria,Gemmatimonadetes,PAUC43f_marine_benthic_group,NA,NA,NA
ASV_35859,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA
ASV_35860,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,NA
ASV_35861,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,VHS-B4-70,NA
ASV_35862,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35863,Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA
ASV_35864,Bacteria,Acidobacteria,d142,NA,NA,NA
ASV_35865,Bacteria,NA,NA,NA,NA,NA
ASV_35866,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophaga
ASV_35867,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,NA
ASV_35868,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA
ASV_35869,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira
ASV_35870,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,ANME-2a-2b,NA
ASV_35871,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
ASV_35872,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV_35873,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA
ASV_35874,Bacteria,Planctomycetes,vadinHA49,NA,NA,NA
ASV_35875,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus
ASV_35876,Bacteria,NA,NA,NA,NA,NA
ASV_35877,Bacteria,Chloroflexi,NA,NA,NA,NA
ASV_35878,Bacteria,NA,NA,NA,NA,NA
ASV_35879,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio
ASV_35880,Archaea,Euryarchaeota,NA,NA,NA,NA
ASV_35881,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_35882,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_35883,Bacteria,Dependentiae,Babeliae,Babeliales,NA,NA
ASV_35884,Bacteria,NA,NA,NA,NA,NA
ASV_35885,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,BSV26,NA
ASV_35886,Bacteria,NA,NA,NA,NA,NA
ASV_35887,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA
ASV_35888,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Candidatus_Nostocoida
ASV_35889,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV_35890,Bacteria,Planctomycetes,Pla4_lineage,NA,NA,NA
ASV_35891,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35892,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,NA
ASV_35893,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV_35894,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_35895,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_35896,Bacteria,NA,NA,NA,NA,NA
ASV_35897,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_35898,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV_35899,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_35900,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_Incertae_Sedis,Unknown_Family,Deferrisoma
ASV_35901,Bacteria,Bacteroidetes,Ignavibacteria,Kryptoniales,MSB-3C8,NA
ASV_35902,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA
ASV_35903,Bacteria,NA,NA,NA,NA,NA
ASV_35904,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,NA
ASV_35905,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group
ASV_35906,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_35907,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,NA
ASV_35908,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium
ASV_35909,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV_35910,Bacteria,Acidobacteria,NA,NA,NA,NA
ASV_35911,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Sporacetigenium
ASV_35912,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV_35913,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV_35914,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7
ASV_35915,Bacteria,NA,NA,NA,NA,NA
ASV_35916,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
ASV_35917,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA
ASV_35918,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_35919,Bacteria,NA,NA,NA,NA,NA
ASV_35920,Bacteria,NA,NA,NA,NA,NA
ASV_35921,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV_35922,Bacteria,Elusimicrobia,Elusimicrobia,Lineage_IV,NA,NA
ASV_35923,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_35924,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter
ASV_35925,Bacteria,Gemmatimonadetes,PAUC43f_marine_benthic_group,NA,NA,NA
ASV_35926,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_35927,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_35928,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA
ASV_35929,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,VHS-B3-70,NA
ASV_35930,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV_35931,Bacteria,NA,NA,NA,NA,NA
ASV_35932,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Gottesmanbacteria,NA,NA
ASV_35933,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV_35934,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,NA,NA
ASV_35935,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,NA
ASV_35936,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
ASV_35937,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA
ASV_35938,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
ASV_35939,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_35940,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA
ASV_35941,Bacteria,NA,NA,NA,NA,NA
ASV_35942,Bacteria,Chloroflexi,NA,NA,NA,NA
ASV_35943,Bacteria,Verrucomicrobia,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,NA
ASV_35944,Bacteria,Rokubacteria,NC10,Methylomirabilales,Methylomirabilaceae,Sh765B-TzT-35
ASV_35945,Bacteria,Acidobacteria,Subgroup_6,Unknown_Order,Unknown_Family,Luteitalea
ASV_35946,Bacteria,NA,NA,NA,NA,NA
ASV_35947,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Sporacetigenium
ASV_35948,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA
ASV_35949,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA
ASV_35950,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,NA
ASV_35951,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,NA
ASV_35952,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV_35953,Bacteria,Rokubacteria,NC10,Methylomirabilales,Methylomirabilaceae,Sh765B-TzT-35
ASV_35954,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_35955,Bacteria,NA,NA,NA,NA,NA
ASV_35956,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Tissierella
ASV_35957,Bacteria,NA,NA,NA,NA,NA
ASV_35958,Bacteria,Actinobacteria,NA,NA,NA,NA
ASV_35959,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV_35960,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA
ASV_35961,Bacteria,Elusimicrobia,Elusimicrobia,Lineage_IV,NA,NA
ASV_35962,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA
ASV_35963,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea
ASV_35964,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM_18997
ASV_35965,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum
ASV_35966,Bacteria,Firmicutes,NA,NA,NA,NA
ASV_35967,Bacteria,Omnitrophicaeota,NA,NA,NA,NA
ASV_35968,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Leeiaceae,NA
ASV_35969,Bacteria,NA,NA,NA,NA,NA
ASV_35970,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,NA,NA
ASV_35971,Bacteria,Planctomycetes,Phycisphaerae,S-70,NA,NA
